slot_id,clinic_id,provider_id,province,city,specialty,role,date,start_time,end_time,duration_minutes,status,priority_eligible
SL00409,CL1002,PR003,Cádiz,Cádiz,Seguimiento crónico,Medicina Interna,2026-05-01,10:00,10:30,30,occupied,"Alta,Media"
SL00410,CL1002,PR003,Cádiz,Cádiz,Seguimiento crónico,Medicina Interna,2026-05-01,11:00,11:30,30,available,"Alta,Media"
SL00411,CL1002,PR003,Cádiz,Cádiz,Seguimiento crónico,Medicina Interna,2026-05-01,12:00,12:30,30,available,"Alta,Media"
SL00412,CL1002,PR003,Cádiz,Cádiz,Seguimiento crónico,Medicina Interna,2026-05-01,13:00,13:30,30,available,"Alta,Media"
SL00413,CL1002,PR004,Cádiz,Cádiz,Seguimiento crónico,Enfermería,2026-05-01,14:00,14:20,20,available,"Media,Baja"
SL00414,CL1002,PR004,Cádiz,Cádiz,Seguimiento crónico,Enfermería,2026-05-01,14:30,14:50,20,occupied,"Media,Baja"
SL00415,CL1002,PR004,Cádiz,Cádiz,Seguimiento crónico,Enfermería,2026-05-01,15:00,15:20,20,available,"Media,Baja"
SL00416,CL1002,PR004,Cádiz,Cádiz,Seguimiento crónico,Enfermería,2026-05-01,15:30,15:50,20,available,"Media,Baja"
SL00417,CL1002,PR004,Cádiz,Cádiz,Seguimiento crónico,Enfermería,2026-05-01,16:00,16:20,20,available,"Media,Baja"
SL00418,CL1002,PR004,Cádiz,Cádiz,Seguimiento crónico,Enfermería,2026-05-01,16:30,16:50,20,available,"Media,Baja"
SL00419,CL1002,PR004,Cádiz,Cádiz,Seguimiento crónico,Enfermería,2026-05-01,17:00,17:20,20,occupied,"Media,Baja"
SL00420,CL1002,PR004,Cádiz,Cádiz,Seguimiento crónico,Enfermería,2026-05-01,17:30,17:50,20,available,"Media,Baja"
SL00421,CL1003,PR005,Córdoba,Córdoba,Seguimiento crónico,Medicina Interna,2026-04-13,08:00,08:30,30,available,"Alta,Media"
SL00422,CL1003,PR005,Córdoba,Córdoba,Seguimiento crónico,Medicina Interna,2026-04-13,09:00,09:30,30,occupied,"Alta,Media"
SL00423,CL1003,PR005,Córdoba,Córdoba,Seguimiento crónico,Medicina Interna,2026-04-13,10:00,10:30,30,available,"Alta,Media"
SL00424,CL1003,PR005,Córdoba,Córdoba,Seguimiento crónico,Medicina Interna,2026-04-13,11:00,11:30,30,available,"Alta,Media"
SL00425,CL1003,PR005,Córdoba,Córdoba,Seguimiento crónico,Medicina Interna,2026-04-13,12:00,12:30,30,available,"Alta,Media"
SL00426,CL1003,PR005,Córdoba,Córdoba,Seguimiento crónico,Medicina Interna,2026-04-13,13:00,13:30,30,available,"Alta,Media"
SL00427,CL1003,PR006,Córdoba,Córdoba,Seguimiento crónico,Enfermería,2026-04-13,14:00,14:20,20,occupied,"Media,Baja"
SL00428,CL1003,PR006,Córdoba,Córdoba,Seguimiento crónico,Enfermería,2026-04-13,14:30,14:50,20,available,"Media,Baja"
SL00429,CL1003,PR006,Córdoba,Córdoba,Seguimiento crónico,Enfermería,2026-04-13,15:00,15:20,20,available,"Media,Baja"
SL00430,CL1003,PR006,Córdoba,Córdoba,Seguimiento crónico,Enfermería,2026-04-13,15:30,15:50,20,available,"Media,Baja"
SL00431,CL1003,PR006,Córdoba,Córdoba,Seguimiento crónico,Enfermería,2026-04-13,16:00,16:20,20,available,"Media,Baja"
SL00432,CL1003,PR006,Córdoba,Córdoba,Seguimiento crónico,Enfermería,2026-04-13,16:30,16:50,20,occupied,"Media,Baja"
SL00433,CL1003,PR006,Córdoba,Córdoba,Seguimiento crónico,Enfermería,2026-04-13,17:00,17:20,20,available,"Media,Baja"
SL00434,CL1003,PR006,Córdoba,Córdoba,Seguimiento crónico,Enfermería,2026-04-13,17:30,17:50,20,available,"Media,Baja"
SL00435,CL1003,PR005,Córdoba,Córdoba,Seguimiento crónico,Medicina Interna,2026-04-14,08:00,08:30,30,available,"Alta,Media"
SL00436,CL1003,PR005,Córdoba,Córdoba,Seguimiento crónico,Medicina Interna,2026-04-14,09:00,09:30,30,occupied,"Alta,Media"
SL00437,CL1003,PR005,Córdoba,Córdoba,Seguimiento crónico,Medicina Interna,2026-04-14,10:00,10:30,30,available,"Alta,Media"
SL00438,CL1003,PR005,Córdoba,Córdoba,Seguimiento crónico,Medicina Interna,2026-04-14,11:00,11:30,30,available,"Alta,Media"
SL00439,CL1003,PR005,Córdoba,Córdoba,Seguimiento crónico,Medicina Interna,2026-04-14,12:00,12:30,30,available,"Alta,Media"
SL00440,CL1003,PR005,Córdoba,Córdoba,Seguimiento crónico,Medicina Interna,2026-04-14,13:00,13:30,30,available,"Alta,Media"
SL00441,CL1003,PR006,Córdoba,Córdoba,Seguimiento crónico,Enfermería,2026-04-14,14:00,14:20,20,occupied,"Media,Baja"
SL00442,CL1003,PR006,Córdoba,Córdoba,Seguimiento crónico,Enfermería,2026-04-14,14:30,14:50,20,available,"Media,Baja"
SL00443,CL1003,PR006,Córdoba,Córdoba,Seguimiento crónico,Enfermería,2026-04-14,15:00,15:20,20,available,"Media,Baja"
SL00444,CL1003,PR006,Córdoba,Córdoba,Seguimiento crónico,Enfermería,2026-04-14,15:30,15:50,20,available,"Media,Baja"
SL00445,CL1003,PR006,Córdoba,Córdoba,Seguimiento crónico,Enfermería,2026-04-14,16:00,16:20,20,available,"Media,Baja"
SL00446,CL1003,PR006,Córdoba,Córdoba,Seguimiento crónico,Enfermería,2026-04-14,16:30,16:50,20,occupied,"Media,Baja"
SL00447,CL1003,PR006,Córdoba,Córdoba,Seguimiento crónico,Enfermería,2026-04-14,17:00,17:20,20,available,"Media,Baja"
SL00448,CL1003,PR006,Córdoba,Córdoba,Seguimiento crónico,Enfermería,2026-04-14,17:30,17:50,20,available,"Media,Baja"
SL00449,CL1003,PR005,Córdoba,Córdoba,Seguimiento crónico,Medicina Interna,2026-04-15,08:00,08:30,30,available,"Alta,Media"
SL00450,CL1003,PR005,Córdoba,Córdoba,Seguimiento crónico,Medicina Interna,2026-04-15,09:00,09:30,30,occupied,"Alta,Media"
SL00451,CL1003,PR005,Córdoba,Córdoba,Seguimiento crónico,Medicina Interna,2026-04-15,10:00,10:30,30,available,"Alta,Media"
SL00452,CL1003,PR005,Córdoba,Córdoba,Seguimiento crónico,Medicina Interna,2026-04-15,11:00,11:30,30,available,"Alta,Media"
SL00453,CL1003,PR005,Córdoba,Córdoba,Seguimiento crónico,Medicina Interna,2026-04-15,12:00,12:30,30,available,"Alta,Media"
SL00454,CL1003,PR005,Córdoba,Córdoba,Seguimiento crónico,Medicina Interna,2026-04-15,13:00,13:30,30,available,"Alta,Media"
SL00455,CL1003,PR006,Córdoba,Córdoba,Seguimiento crónico,Enfermería,2026-04-15,14:00,14:20,20,occupied,"Media,Baja"
SL00456,CL1003,PR006,Córdoba,Córdoba,Seguimiento crónico,Enfermería,2026-04-15,14:30,14:50,20,available,"Media,Baja"
SL00457,CL1003,PR006,Córdoba,Córdoba,Seguimiento crónico,Enfermería,2026-04-15,15:00,15:20,20,available,"Media,Baja"
SL00458,CL1003,PR006,Córdoba,Córdoba,Seguimiento crónico,Enfermería,2026-04-15,15:30,15:50,20,available,"Media,Baja"
SL00459,CL1003,PR006,Córdoba,Córdoba,Seguimiento crónico,Enfermería,2026-04-15,16:00,16:20,20,available,"Media,Baja"
SL00460,CL1003,PR006,Córdoba,Córdoba,Seguimiento crónico,Enfermería,2026-04-15,16:30,16:50,20,occupied,"Media,Baja"
SL00461,CL1003,PR006,Córdoba,Córdoba,Seguimiento crónico,Enfermería,2026-04-15,17:00,17:20,20,available,"Media,Baja"
SL00462,CL1003,PR006,Córdoba,Córdoba,Seguimiento crónico,Enfermería,2026-04-15,17:30,17:50,20,available,"Media,Baja"
SL00463,CL1003,PR005,Córdoba,Córdoba,Seguimiento crónico,Medicina Interna,2026-04-16,08:00,08:30,30,available,"Alta,Media"
SL00464,CL1003,PR005,Córdoba,Córdoba,Seguimiento crónico,Medicina Interna,2026-04-16,09:00,09:30,30,occupied,"Alta,Media"
SL00465,CL1003,PR005,Córdoba,Córdoba,Seguimiento crónico,Medicina Interna,2026-04-16,10:00,10:30,30,available,"Alta,Media"
SL00466,CL1003,PR005,Córdoba,Córdoba,Seguimiento crónico,Medicina Interna,2026-04-16,11:00,11:30,30,available,"Alta,Media"
SL00467,CL1003,PR005,Córdoba,Córdoba,Seguimiento crónico,Medicina Interna,2026-04-16,12:00,12:30,30,available,"Alta,Media"
SL00468,CL1003,PR005,Córdoba,Córdoba,Seguimiento crónico,Medicina Interna,2026-04-16,13:00,13:30,30,available,"Alta,Media"
SL00469,CL1003,PR006,Córdoba,Córdoba,Seguimiento crónico,Enfermería,2026-04-16,14:00,14:20,20,occupied,"Media,Baja"
SL00470,CL1003,PR006,Córdoba,Córdoba,Seguimiento crónico,Enfermería,2026-04-16,14:30,14:50,20,available,"Media,Baja"
SL00471,CL1003,PR006,Córdoba,Córdoba,Seguimiento crónico,Enfermería,2026-04-16,15:00,15:20,20,available,"Media,Baja"
SL00472,CL1003,PR006,Córdoba,Córdoba,Seguimiento crónico,Enfermería,2026-04-16,15:30,15:50,20,available,"Media,Baja"
SL00473,CL1003,PR006,Córdoba,Córdoba,Seguimiento crónico,Enfermería,2026-04-16,16:00,16:20,20,available,"Media,Baja"
SL00474,CL1003,PR006,Córdoba,Córdoba,Seguimiento crónico,Enfermería,2026-04-16,16:30,16:50,20,occupied,"Media,Baja"
SL00475,CL1003,PR006,Córdoba,Córdoba,Seguimiento crónico,Enfermería,2026-04-16,17:00,17:20,20,available,"Media,Baja"
SL00476,CL1003,PR006,Córdoba,Córdoba,Seguimiento crónico,Enfermería,2026-04-16,17:30,17:50,20,available,"Media,Baja"
SL00477,CL1003,PR005,Córdoba,Córdoba,Seguimiento crónico,Medicina Interna,2026-04-17,08:00,08:30,30,available,"Alta,Media"
SL00478,CL1003,PR005,Córdoba,Córdoba,Seguimiento crónico,Medicina Interna,2026-04-17,09:00,09:30,30,occupied,"Alta,Media"
SL00479,CL1003,PR005,Córdoba,Córdoba,Seguimiento crónico,Medicina Interna,2026-04-17,10:00,10:30,30,available,"Alta,Media"
SL00480,CL1003,PR005,Córdoba,Córdoba,Seguimiento crónico,Medicina Interna,2026-04-17,11:00,11:30,30,available,"Alta,Media"
SL00481,CL1003,PR005,Córdoba,Córdoba,Seguimiento crónico,Medicina Interna,2026-04-17,12:00,12:30,30,available,"Alta,Media"
SL00482,CL1003,PR005,Córdoba,Córdoba,Seguimiento crónico,Medicina Interna,2026-04-17,13:00,13:30,30,available,"Alta,Media"
SL00483,CL1003,PR006,Córdoba,Córdoba,Seguimiento crónico,Enfermería,2026-04-17,14:00,14:20,20,occupied,"Media,Baja"
SL00484,CL1003,PR006,Córdoba,Córdoba,Seguimiento crónico,Enfermería,2026-04-17,14:30,14:50,20,available,"Media,Baja"
SL00485,CL1003,PR006,Córdoba,Córdoba,Seguimiento crónico,Enfermería,2026-04-17,15:00,15:20,20,available,"Media,Baja"
SL00486,CL1003,PR006,Córdoba,Córdoba,Seguimiento crónico,Enfermería,2026-04-17,15:30,15:50,20,available,"Media,Baja"
SL00487,CL1003,PR006,Córdoba,Córdoba,Seguimiento crónico,Enfermería,2026-04-17,16:00,16:20,20,available,"Media,Baja"
SL00488,CL1003,PR006,Córdoba,Córdoba,Seguimiento crónico,Enfermería,2026-04-17,16:30,16:50,20,occupied,"Media,Baja"
SL00489,CL1003,PR006,Córdoba,Córdoba,Seguimiento crónico,Enfermería,2026-04-17,17:00,17:20,20,available,"Media,Baja"
SL00490,CL1003,PR006,Córdoba,Córdoba,Seguimiento crónico,Enfermería,2026-04-17,17:30,17:50,20,available,"Media,Baja"
SL00491,CL1003,PR005,Córdoba,Córdoba,Seguimiento crónico,Medicina Interna,2026-04-20,08:00,08:30,30,available,"Alta,Media"
SL00492,CL1003,PR005,Córdoba,Córdoba,Seguimiento crónico,Medicina Interna,2026-04-20,09:00,09:30,30,available,"Alta,Media"
SL00493,CL1003,PR005,Córdoba,Córdoba,Seguimiento crónico,Medicina Interna,2026-04-20,10:00,10:30,30,available,"Alta,Media"
SL00494,CL1003,PR005,Córdoba,Córdoba,Seguimiento crónico,Medicina Interna,2026-04-20,11:00,11:30,30,available,"Alta,Media"
SL00495,CL1003,PR005,Córdoba,Córdoba,Seguimiento crónico,Medicina Interna,2026-04-20,12:00,12:30,30,occupied,"Alta,Media"
SL00496,CL1003,PR005,Córdoba,Córdoba,Seguimiento crónico,Medicina Interna,2026-04-20,13:00,13:30,30,available,"Alta,Media"
SL00497,CL1003,PR006,Córdoba,Córdoba,Seguimiento crónico,Enfermería,2026-04-20,14:00,14:20,20,available,"Media,Baja"
SL00498,CL1003,PR006,Córdoba,Córdoba,Seguimiento crónico,Enfermería,2026-04-20,14:30,14:50,20,available,"Media,Baja"
SL00499,CL1003,PR006,Córdoba,Córdoba,Seguimiento crónico,Enfermería,2026-04-20,15:00,15:20,20,available,"Media,Baja"
SL00500,CL1003,PR006,Córdoba,Córdoba,Seguimiento crónico,Enfermería,2026-04-20,15:30,15:50,20,occupied,"Media,Baja"
SL00501,CL1003,PR006,Córdoba,Córdoba,Seguimiento crónico,Enfermería,2026-04-20,16:00,16:20,20,available,"Media,Baja"
SL00502,CL1003,PR006,Córdoba,Córdoba,Seguimiento crónico,Enfermería,2026-04-20,16:30,16:50,20,available,"Media,Baja"
SL00503,CL1003,PR006,Córdoba,Córdoba,Seguimiento crónico,Enfermería,2026-04-20,17:00,17:20,20,available,"Media,Baja"
SL00504,CL1003,PR006,Córdoba,Córdoba,Seguimiento crónico,Enfermería,2026-04-20,17:30,17:50,20,available,"Media,Baja"
SL00505,CL1003,PR005,Córdoba,Córdoba,Seguimiento crónico,Medicina Interna,2026-04-21,08:00,08:30,30,available,"Alta,Media"
SL00506,CL1003,PR005,Córdoba,Córdoba,Seguimiento crónico,Medicina Interna,2026-04-21,09:00,09:30,30,available,"Alta,Media"
SL00507,CL1003,PR005,Córdoba,Córdoba,Seguimiento crónico,Medicina Interna,2026-04-21,10:00,10:30,30,available,"Alta,Media"
SL00508,CL1003,PR005,Córdoba,Córdoba,Seguimiento crónico,Medicina Interna,2026-04-21,11:00,11:30,30,available,"Alta,Media"
SL00509,CL1003,PR005,Córdoba,Córdoba,Seguimiento crónico,Medicina Interna,2026-04-21,12:00,12:30,30,occupied,"Alta,Media"
SL00510,CL1003,PR005,Córdoba,Córdoba,Seguimiento crónico,Medicina Interna,2026-04-21,13:00,13:30,30,available,"Alta,Media"
SL00511,CL1003,PR006,Córdoba,Córdoba,Seguimiento crónico,Enfermería,2026-04-21,14:00,14:20,20,available,"Media,Baja"
SL00512,CL1003,PR006,Córdoba,Córdoba,Seguimiento crónico,Enfermería,2026-04-21,14:30,14:50,20,available,"Media,Baja"
SL00513,CL1003,PR006,Córdoba,Córdoba,Seguimiento crónico,Enfermería,2026-04-21,15:00,15:20,20,available,"Media,Baja"
SL00514,CL1003,PR006,Córdoba,Córdoba,Seguimiento crónico,Enfermería,2026-04-21,15:30,15:50,20,occupied,"Media,Baja"
SL00515,CL1003,PR006,Córdoba,Córdoba,Seguimiento crónico,Enfermería,2026-04-21,16:00,16:20,20,available,"Media,Baja"
SL00516,CL1003,PR006,Córdoba,Córdoba,Seguimiento crónico,Enfermería,2026-04-21,16:30,16:50,20,available,"Media,Baja"
SL00517,CL1003,PR006,Córdoba,Córdoba,Seguimiento crónico,Enfermería,2026-04-21,17:00,17:20,20,available,"Media,Baja"
SL00518,CL1003,PR006,Córdoba,Córdoba,Seguimiento crónico,Enfermería,2026-04-21,17:30,17:50,20,available,"Media,Baja"
SL00519,CL1003,PR005,Córdoba,Córdoba,Seguimiento crónico,Medicina Interna,2026-04-22,08:00,08:30,30,available,"Alta,Media"
SL00520,CL1003,PR005,Córdoba,Córdoba,Seguimiento crónico,Medicina Interna,2026-04-22,09:00,09:30,30,available,"Alta,Media"
SL00521,CL1003,PR005,Córdoba,Córdoba,Seguimiento crónico,Medicina Interna,2026-04-22,10:00,10:30,30,available,"Alta,Media"
SL00522,CL1003,PR005,Córdoba,Córdoba,Seguimiento crónico,Medicina Interna,2026-04-22,11:00,11:30,30,available,"Alta,Media"
SL00523,CL1003,PR005,Córdoba,Córdoba,Seguimiento crónico,Medicina Interna,2026-04-22,12:00,12:30,30,occupied,"Alta,Media"
SL00524,CL1003,PR005,Córdoba,Córdoba,Seguimiento crónico,Medicina Interna,2026-04-22,13:00,13:30,30,available,"Alta,Media"
SL00525,CL1003,PR006,Córdoba,Córdoba,Seguimiento crónico,Enfermería,2026-04-22,14:00,14:20,20,available,"Media,Baja"
SL00526,CL1003,PR006,Córdoba,Córdoba,Seguimiento crónico,Enfermería,2026-04-22,14:30,14:50,20,available,"Media,Baja"
SL00527,CL1003,PR006,Córdoba,Córdoba,Seguimiento crónico,Enfermería,2026-04-22,15:00,15:20,20,available,"Media,Baja"
SL00528,CL1003,PR006,Córdoba,Córdoba,Seguimiento crónico,Enfermería,2026-04-22,15:30,15:50,20,occupied,"Media,Baja"
SL00529,CL1003,PR006,Córdoba,Córdoba,Seguimiento crónico,Enfermería,2026-04-22,16:00,16:20,20,available,"Media,Baja"
SL00530,CL1003,PR006,Córdoba,Córdoba,Seguimiento crónico,Enfermería,2026-04-22,16:30,16:50,20,available,"Media,Baja"
SL00531,CL1003,PR006,Córdoba,Córdoba,Seguimiento crónico,Enfermería,2026-04-22,17:00,17:20,20,available,"Media,Baja"
SL00532,CL1003,PR006,Córdoba,Córdoba,Seguimiento crónico,Enfermería,2026-04-22,17:30,17:50,20,available,"Media,Baja"
SL00533,CL1003,PR005,Córdoba,Córdoba,Seguimiento crónico,Medicina Interna,2026-04-23,08:00,08:30,30,available,"Alta,Media"
SL00534,CL1003,PR005,Córdoba,Córdoba,Seguimiento crónico,Medicina Interna,2026-04-23,09:00,09:30,30,available,"Alta,Media"
SL00535,CL1003,PR005,Córdoba,Córdoba,Seguimiento crónico,Medicina Interna,2026-04-23,10:00,10:30,30,available,"Alta,Media"
SL00536,CL1003,PR005,Córdoba,Córdoba,Seguimiento crónico,Medicina Interna,2026-04-23,11:00,11:30,30,available,"Alta,Media"
SL00537,CL1003,PR005,Córdoba,Córdoba,Seguimiento crónico,Medicina Interna,2026-04-23,12:00,12:30,30,occupied,"Alta,Media"
SL00538,CL1003,PR005,Córdoba,Córdoba,Seguimiento crónico,Medicina Interna,2026-04-23,13:00,13:30,30,available,"Alta,Media"
SL00539,CL1003,PR006,Córdoba,Córdoba,Seguimiento crónico,Enfermería,2026-04-23,14:00,14:20,20,available,"Media,Baja"
SL00540,CL1003,PR006,Córdoba,Córdoba,Seguimiento crónico,Enfermería,2026-04-23,14:30,14:50,20,available,"Media,Baja"
SL00541,CL1003,PR006,Córdoba,Córdoba,Seguimiento crónico,Enfermería,2026-04-23,15:00,15:20,20,available,"Media,Baja"
SL00542,CL1003,PR006,Córdoba,Córdoba,Seguimiento crónico,Enfermería,2026-04-23,15:30,15:50,20,occupied,"Media,Baja"
SL00543,CL1003,PR006,Córdoba,Córdoba,Seguimiento crónico,Enfermería,2026-04-23,16:00,16:20,20,available,"Media,Baja"
SL00544,CL1003,PR006,Córdoba,Córdoba,Seguimiento crónico,Enfermería,2026-04-23,16:30,16:50,20,available,"Media,Baja"
SL00545,CL1003,PR006,Córdoba,Córdoba,Seguimiento crónico,Enfermería,2026-04-23,17:00,17:20,20,available,"Media,Baja"
SL00546,CL1003,PR006,Córdoba,Córdoba,Seguimiento crónico,Enfermería,2026-04-23,17:30,17:50,20,available,"Media,Baja"
SL00547,CL1003,PR005,Córdoba,Córdoba,Seguimiento crónico,Medicina Interna,2026-04-24,08:00,08:30,30,available,"Alta,Media"
SL00548,CL1003,PR005,Córdoba,Córdoba,Seguimiento crónico,Medicina Interna,2026-04-24,09:00,09:30,30,available,"Alta,Media"
SL00549,CL1003,PR005,Córdoba,Córdoba,Seguimiento crónico,Medicina Interna,2026-04-24,10:00,10:30,30,available,"Alta,Media"
SL00550,CL1003,PR005,Córdoba,Córdoba,Seguimiento crónico,Medicina Interna,2026-04-24,11:00,11:30,30,available,"Alta,Media"
SL00551,CL1003,PR005,Córdoba,Córdoba,Seguimiento crónico,Medicina Interna,2026-04-24,12:00,12:30,30,occupied,"Alta,Media"
SL00552,CL1003,PR005,Córdoba,Córdoba,Seguimiento crónico,Medicina Interna,2026-04-24,13:00,13:30,30,available,"Alta,Media"
SL00553,CL1003,PR006,Córdoba,Córdoba,Seguimiento crónico,Enfermería,2026-04-24,14:00,14:20,20,available,"Media,Baja"
SL00554,CL1003,PR006,Córdoba,Córdoba,Seguimiento crónico,Enfermería,2026-04-24,14:30,14:50,20,available,"Media,Baja"
SL00555,CL1003,PR006,Córdoba,Córdoba,Seguimiento crónico,Enfermería,2026-04-24,15:00,15:20,20,available,"Media,Baja"
SL00556,CL1003,PR006,Córdoba,Córdoba,Seguimiento crónico,Enfermería,2026-04-24,15:30,15:50,20,occupied,"Media,Baja"
SL00557,CL1003,PR006,Córdoba,Córdoba,Seguimiento crónico,Enfermería,2026-04-24,16:00,16:20,20,available,"Media,Baja"
SL00558,CL1003,PR006,Córdoba,Córdoba,Seguimiento crónico,Enfermería,2026-04-24,16:30,16:50,20,available,"Media,Baja"
SL00559,CL1003,PR006,Córdoba,Córdoba,Seguimiento crónico,Enfermería,2026-04-24,17:00,17:20,20,available,"Media,Baja"
SL00560,CL1003,PR006,Córdoba,Córdoba,Seguimiento crónico,Enfermería,2026-04-24,17:30,17:50,20,available,"Media,Baja"
SL00561,CL1003,PR005,Córdoba,Córdoba,Seguimiento crónico,Medicina Interna,2026-04-27,08:00,08:30,30,available,"Alta,Media"
SL00562,CL1003,PR005,Córdoba,Córdoba,Seguimiento crónico,Medicina Interna,2026-04-27,09:00,09:30,30,available,"Alta,Media"
SL00563,CL1003,PR005,Córdoba,Córdoba,Seguimiento crónico,Medicina Interna,2026-04-27,10:00,10:30,30,occupied,"Alta,Media"
SL00564,CL1003,PR005,Córdoba,Córdoba,Seguimiento crónico,Medicina Interna,2026-04-27,11:00,11:30,30,available,"Alta,Media"
SL00565,CL1003,PR005,Córdoba,Córdoba,Seguimiento crónico,Medicina Interna,2026-04-27,12:00,12:30,30,available,"Alta,Media"
SL00566,CL1003,PR005,Córdoba,Córdoba,Seguimiento crónico,Medicina Interna,2026-04-27,13:00,13:30,30,available,"Alta,Media"
SL00567,CL1003,PR006,Córdoba,Córdoba,Seguimiento crónico,Enfermería,2026-04-27,14:00,14:20,20,available,"Media,Baja"
SL00568,CL1003,PR006,Córdoba,Córdoba,Seguimiento crónico,Enfermería,2026-04-27,14:30,14:50,20,occupied,"Media,Baja"
SL00569,CL1003,PR006,Córdoba,Córdoba,Seguimiento crónico,Enfermería,2026-04-27,15:00,15:20,20,available,"Media,Baja"
SL00570,CL1003,PR006,Córdoba,Córdoba,Seguimiento crónico,Enfermería,2026-04-27,15:30,15:50,20,available,"Media,Baja"
SL00571,CL1003,PR006,Córdoba,Córdoba,Seguimiento crónico,Enfermería,2026-04-27,16:00,16:20,20,available,"Media,Baja"
SL00572,CL1003,PR006,Córdoba,Córdoba,Seguimiento crónico,Enfermería,2026-04-27,16:30,16:50,20,available,"Media,Baja"
SL00573,CL1003,PR006,Córdoba,Córdoba,Seguimiento crónico,Enfermería,2026-04-27,17:00,17:20,20,occupied,"Media,Baja"
SL00574,CL1003,PR006,Córdoba,Córdoba,Seguimiento crónico,Enfermería,2026-04-27,17:30,17:50,20,available,"Media,Baja"
SL00575,CL1003,PR005,Córdoba,Córdoba,Seguimiento crónico,Medicina Interna,2026-04-28,08:00,08:30,30,available,"Alta,Media"
SL00576,CL1003,PR005,Córdoba,Córdoba,Seguimiento crónico,Medicina Interna,2026-04-28,09:00,09:30,30,available,"Alta,Media"
SL00577,CL1003,PR005,Córdoba,Córdoba,Seguimiento crónico,Medicina Interna,2026-04-28,10:00,10:30,30,occupied,"Alta,Media"
SL00578,CL1003,PR005,Córdoba,Córdoba,Seguimiento crónico,Medicina Interna,2026-04-28,11:00,11:30,30,available,"Alta,Media"
SL00579,CL1003,PR005,Córdoba,Córdoba,Seguimiento crónico,Medicina Interna,2026-04-28,12:00,12:30,30,available,"Alta,Media"
SL00580,CL1003,PR005,Córdoba,Córdoba,Seguimiento crónico,Medicina Interna,2026-04-28,13:00,13:30,30,available,"Alta,Media"
SL00581,CL1003,PR006,Córdoba,Córdoba,Seguimiento crónico,Enfermería,2026-04-28,14:00,14:20,20,available,"Media,Baja"
SL00582,CL1003,PR006,Córdoba,Córdoba,Seguimiento crónico,Enfermería,2026-04-28,14:30,14:50,20,occupied,"Media,Baja"
SL00583,CL1003,PR006,Córdoba,Córdoba,Seguimiento crónico,Enfermería,2026-04-28,15:00,15:20,20,available,"Media,Baja"
SL00584,CL1003,PR006,Córdoba,Córdoba,Seguimiento crónico,Enfermería,2026-04-28,15:30,15:50,20,available,"Media,Baja"
SL00585,CL1003,PR006,Córdoba,Córdoba,Seguimiento crónico,Enfermería,2026-04-28,16:00,16:20,20,available,"Media,Baja"
SL00586,CL1003,PR006,Córdoba,Córdoba,Seguimiento crónico,Enfermería,2026-04-28,16:30,16:50,20,available,"Media,Baja"
SL00587,CL1003,PR006,Córdoba,Córdoba,Seguimiento crónico,Enfermería,2026-04-28,17:00,17:20,20,occupied,"Media,Baja"
SL00588,CL1003,PR006,Córdoba,Córdoba,Seguimiento crónico,Enfermería,2026-04-28,17:30,17:50,20,available,"Media,Baja"
SL00589,CL1003,PR005,Córdoba,Córdoba,Seguimiento crónico,Medicina Interna,2026-04-29,08:00,08:30,30,available,"Alta,Media"
SL00590,CL1003,PR005,Córdoba,Córdoba,Seguimiento crónico,Medicina Interna,2026-04-29,09:00,09:30,30,available,"Alta,Media"
SL00591,CL1003,PR005,Córdoba,Córdoba,Seguimiento crónico,Medicina Interna,2026-04-29,10:00,10:30,30,occupied,"Alta,Media"
SL00592,CL1003,PR005,Córdoba,Córdoba,Seguimiento crónico,Medicina Interna,2026-04-29,11:00,11:30,30,available,"Alta,Media"
SL00593,CL1003,PR005,Córdoba,Córdoba,Seguimiento crónico,Medicina Interna,2026-04-29,12:00,12:30,30,available,"Alta,Media"
SL00594,CL1003,PR005,Córdoba,Córdoba,Seguimiento crónico,Medicina Interna,2026-04-29,13:00,13:30,30,available,"Alta,Media"
SL00595,CL1003,PR006,Córdoba,Córdoba,Seguimiento crónico,Enfermería,2026-04-29,14:00,14:20,20,available,"Media,Baja"
SL00596,CL1003,PR006,Córdoba,Córdoba,Seguimiento crónico,Enfermería,2026-04-29,14:30,14:50,20,occupied,"Media,Baja"
SL00597,CL1003,PR006,Córdoba,Córdoba,Seguimiento crónico,Enfermería,2026-04-29,15:00,15:20,20,available,"Media,Baja"
SL00598,CL1003,PR006,Córdoba,Córdoba,Seguimiento crónico,Enfermería,2026-04-29,15:30,15:50,20,available,"Media,Baja"
SL00599,CL1003,PR006,Córdoba,Córdoba,Seguimiento crónico,Enfermería,2026-04-29,16:00,16:20,20,available,"Media,Baja"
SL00600,CL1003,PR006,Córdoba,Córdoba,Seguimiento crónico,Enfermería,2026-04-29,16:30,16:50,20,available,"Media,Baja"
SL00601,CL1003,PR006,Córdoba,Córdoba,Seguimiento crónico,Enfermería,2026-04-29,17:00,17:20,20,occupied,"Media,Baja"
SL00602,CL1003,PR006,Córdoba,Córdoba,Seguimiento crónico,Enfermería,2026-04-29,17:30,17:50,20,available,"Media,Baja"
SL00603,CL1003,PR005,Córdoba,Córdoba,Seguimiento crónico,Medicina Interna,2026-04-30,08:00,08:30,30,available,"Alta,Media"
